reg
diabetes

/home/mbaddar/Documents/mbaddar/phd/genmodel/genmodel39_venv/bin/python /home/mbaddar/Documents/mbaddar/phd/genmodel/RectifiedFlow/tutorial/test_tensor_bsplines_clf_reg.py
data range = (-0.13776722569000302, 0.19878798965729408)
Iteration 1505, loss = 1432.76668136
Iteration 1506, loss = 1432.82403840
Iteration 1507, loss = 1432.75871539
Iteration 1508, loss = 1432.73665326
Iteration 1509, loss = 1432.77160022
Iteration 1510, loss = 1432.77099409
Iteration 1511, loss = 1432.70599248
Iteration 1512, loss = 1432.63164506
Iteration 1513, loss = 1432.73775752
Iteration 1514, loss = 1432.95562842
Iteration 1515, loss = 1432.48526151
Iteration 1516, loss = 1432.33337530
Iteration 1517, loss = 1432.33915861
Iteration 1518, loss = 1432.27866290
Iteration 1519, loss = 1432.41900582
Iteration 1520, loss = 1432.57781588
Iteration 1521, loss = 1432.33994182
Iteration 1522, loss = 1432.08142845
Iteration 1523, loss = 1432.67273804
Iteration 1524, loss = 1432.00259448
Iteration 1525, loss = 1431.99114259
Iteration 1526, loss = 1432.01385166
Iteration 1527, loss = 1431.91642817
Iteration 1528, loss = 1431.91503230
Iteration 1529, loss = 1431.85856199
Iteration 1530, loss = 1431.77205669
Iteration 1531, loss = 1432.22120207
Iteration 1532, loss = 1431.91428165
Iteration 1533, loss = 1431.62971720
Iteration 1534, loss = 1431.82780917
Iteration 1535, loss = 1431.72173005
Iteration 1536, loss = 1431.72717823
Iteration 1537, loss = 1431.58477164
Iteration 1538, loss = 1431.54398093
Iteration 1539, loss = 1431.51040287
Iteration 1540, loss = 1431.32663290
Iteration 1541, loss = 1431.43092940
Iteration 1542, loss = 1431.21219859
Iteration 1543, loss = 1431.27442141
Iteration 1544, loss = 1431.11879224
Iteration 1545, loss = 1431.13673268
Iteration 1546, loss = 1431.03706570
Iteration 1547, loss = 1431.09593974
Iteration 1548, loss = 1431.32641978
Iteration 1549, loss = 1431.14511482
Iteration 1550, loss = 1430.89630818
Iteration 1551, loss = 1430.93612222
Iteration 1552, loss = 1431.21248612
Iteration 1553, loss = 1430.75697948
Iteration 1554, loss = 1430.70101040
Iteration 1555, loss = 1430.67895295
Iteration 1556, loss = 1430.78741327
Iteration 1557, loss = 1430.57800846
Iteration 1558, loss = 1430.62159757
Iteration 1559, loss = 1430.67698827
Iteration 1560, loss = 1430.58306887
Iteration 1561, loss = 1430.57011138
Iteration 1562, loss = 1430.59151606
Iteration 1563, loss = 1430.64577329
Iteration 1564, loss = 1430.54334505
Iteration 1565, loss = 1430.26821836
Iteration 1566, loss = 1430.23337258
Iteration 1567, loss = 1430.51290271
Iteration 1568, loss = 1430.57541004
Iteration 1569, loss = 1430.16193731
Iteration 1570, loss = 1430.14280997
Iteration 1571, loss = 1430.08496628
Iteration 1572, loss = 1430.28787872
Iteration 1573, loss = 1430.06243853
Iteration 1574, loss = 1429.96625951
Iteration 1575, loss = 1430.28340294
Iteration 1576, loss = 1430.03378752
Iteration 1577, loss = 1429.92696919
Iteration 1578, loss = 1429.82823748
Iteration 1579, loss = 1429.81574140
Iteration 1580, loss = 1430.42895407
Iteration 1581, loss = 1429.91819682
Iteration 1582, loss = 1430.04160060
Iteration 1583, loss = 1429.63595184
Iteration 1584, loss = 1429.78221661
Iteration 1585, loss = 1429.67399950
Iteration 1586, loss = 1429.68105403
Iteration 1587, loss = 1429.59749499
Iteration 1588, loss = 1429.79409680
Iteration 1589, loss = 1429.46985935
Iteration 1590, loss = 1429.52706934
Iteration 1591, loss = 1429.38653091
Iteration 1592, loss = 1429.70194689
Iteration 1593, loss = 1429.33472209
Iteration 1594, loss = 1429.90859640
Iteration 1595, loss = 1429.35763358
Iteration 1596, loss = 1429.24506696
Iteration 1597, loss = 1429.42081086
Iteration 1598, loss = 1429.09156724
Iteration 1599, loss = 1429.04305049
Iteration 1600, loss = 1429.03257719
Iteration 1601, loss = 1429.03545937
Iteration 1602, loss = 1429.34129258
Iteration 1603, loss = 1428.82507322
Iteration 1604, loss = 1428.85436817
Iteration 1605, loss = 1428.78458106
Iteration 1606, loss = 1428.82402761
Iteration 1607, loss = 1428.72034505
Iteration 1608, loss = 1428.70185827
Iteration 1609, loss = 1428.77220582
Iteration 1610, loss = 1428.59861744
Iteration 1611, loss = 1428.51062523
Iteration 1612, loss = 1428.46684747
Iteration 1613, loss = 1428.36980404
Iteration 1614, loss = 1428.34307747
Iteration 1615, loss = 1428.28550179
Iteration 1616, loss = 1428.25468472
Iteration 1617, loss = 1428.28971487
Iteration 1618, loss = 1428.21671657
Iteration 1619, loss = 1428.30736284
Iteration 1620, loss = 1428.14937453
Iteration 1621, loss = 1428.01931563
Iteration 1622, loss = 1428.15747045
Iteration 1623, loss = 1427.86101182
Iteration 1624, loss = 1428.04286280
Iteration 1625, loss = 1427.71286404
Iteration 1626, loss = 1427.93763054
Iteration 1627, loss = 1427.68830373
Iteration 1628, loss = 1427.77822756
Iteration 1629, loss = 1427.70305017
Iteration 1630, loss = 1427.84121155
Iteration 1631, loss = 1427.53963370
Iteration 1632, loss = 1427.42443805
Iteration 1633, loss = 1427.36922859
Iteration 1634, loss = 1427.34336013
Iteration 1635, loss = 1427.20404654
Iteration 1636, loss = 1427.15433416
Iteration 1637, loss = 1427.41867481
Iteration 1638, loss = 1426.96337261
Iteration 1639, loss = 1426.88064115
Iteration 1640, loss = 1426.91476819
Iteration 1641, loss = 1426.80077169
Iteration 1642, loss = 1426.67126075
Iteration 1643, loss = 1426.58646833
Iteration 1644, loss = 1426.96229666
Iteration 1645, loss = 1426.54776028
Iteration 1646, loss = 1426.42439846
Iteration 1647, loss = 1426.35094720
Iteration 1648, loss = 1426.32088116
Iteration 1649, loss = 1426.29875539
Iteration 1650, loss = 1426.38180168
Iteration 1651, loss = 1426.12175801
Iteration 1652, loss = 1426.04323405
Iteration 1653, loss = 1426.04363379
Iteration 1654, loss = 1426.00849764
Iteration 1655, loss = 1426.04790311
Iteration 1656, loss = 1426.07061450
Iteration 1657, loss = 1426.28974622
Iteration 1658, loss = 1425.78298844
Iteration 1659, loss = 1425.67702172
Iteration 1660, loss = 1425.63513825
Iteration 1661, loss = 1425.62257980
Iteration 1662, loss = 1425.50791400
Iteration 1663, loss = 1425.46727444
Iteration 1664, loss = 1425.39411490
Iteration 1665, loss = 1425.41580400
Iteration 1666, loss = 1425.37450037
Iteration 1667, loss = 1425.66405913
Iteration 1668, loss = 1425.19311965
Iteration 1669, loss = 1425.22551182
Iteration 1670, loss = 1425.22561440
Iteration 1671, loss = 1425.00153313
Iteration 1672, loss = 1424.94221422
Iteration 1673, loss = 1424.84728099
Iteration 1674, loss = 1424.84123501
Iteration 1675, loss = 1424.73729473
Iteration 1676, loss = 1424.64551194
Iteration 1677, loss = 1424.78896628
Iteration 1678, loss = 1424.57847805
Iteration 1679, loss = 1424.92016370
Iteration 1680, loss = 1424.44245757
Iteration 1681, loss = 1424.40779407
Iteration 1682, loss = 1424.29981592
Iteration 1683, loss = 1424.26985571
Iteration 1684, loss = 1424.18789458
Iteration 1685, loss = 1424.25693527
Iteration 1686, loss = 1424.23815737
Iteration 1687, loss = 1424.14219764
Iteration 1688, loss = 1424.04676543
Iteration 1689, loss = 1423.99652759
Iteration 1690, loss = 1423.98808886
Iteration 1691, loss = 1423.82742499
Iteration 1692, loss = 1423.90515636
Iteration 1693, loss = 1423.67177127
Iteration 1694, loss = 1423.59322990
Iteration 1695, loss = 1423.56149116
Iteration 1696, loss = 1423.56070463
Iteration 1697, loss = 1423.46521512
Iteration 1698, loss = 1423.38640291
Iteration 1699, loss = 1423.27483957
Iteration 1700, loss = 1423.16941058
Iteration 1701, loss = 1423.10227880
Iteration 1702, loss = 1423.41303290
Iteration 1703, loss = 1422.97237342
Iteration 1704, loss = 1422.86437627
Iteration 1705, loss = 1422.84442329
Iteration 1706, loss = 1422.69750377
Iteration 1707, loss = 1423.48356943
Iteration 1708, loss = 1422.54493363
Iteration 1709, loss = 1422.45833098
Iteration 1710, loss = 1422.45147644
Iteration 1711, loss = 1422.46439845
Iteration 1712, loss = 1422.49587427
Iteration 1713, loss = 1422.52811108
Iteration 1714, loss = 1422.36716543
Iteration 1715, loss = 1422.17580365
Iteration 1716, loss = 1422.08657273
Iteration 1717, loss = 1421.92086132
Iteration 1718, loss = 1421.82905791
Iteration 1719, loss = 1421.86318115
Iteration 1720, loss = 1421.80474239
Iteration 1721, loss = 1421.73255794
Iteration 1722, loss = 1421.73498791
Iteration 1723, loss = 1421.70760544
Iteration 1724, loss = 1421.69609835
Iteration 1725, loss = 1421.78618332
Iteration 1726, loss = 1421.43562645
Iteration 1727, loss = 1421.63117321
Iteration 1728, loss = 1421.28063468
Iteration 1729, loss = 1421.26764870
Iteration 1730, loss = 1421.25588063
Iteration 1731, loss = 1421.40171882
Iteration 1732, loss = 1421.04799317
Iteration 1733, loss = 1420.98957241
Iteration 1734, loss = 1421.03524877
Iteration 1735, loss = 1420.99529647
Iteration 1736, loss = 1421.57980281
Iteration 1737, loss = 1420.89236685
Iteration 1738, loss = 1420.78072505
Iteration 1739, loss = 1420.70166129
Iteration 1740, loss = 1420.88014258
Iteration 1741, loss = 1420.58244169
Iteration 1742, loss = 1420.87912261
Iteration 1743, loss = 1420.66320324
Iteration 1744, loss = 1420.36431757
Iteration 1745, loss = 1420.35848193
Iteration 1746, loss = 1420.27039561
Iteration 1747, loss = 1420.89344911
Iteration 1748, loss = 1420.33161882
Iteration 1749, loss = 1420.21461744
Iteration 1750, loss = 1420.26834134
Iteration 1751, loss = 1420.07623724
Iteration 1752, loss = 1419.99800761
Iteration 1753, loss = 1420.14765127
Iteration 1754, loss = 1419.98537837
Iteration 1755, loss = 1419.78882762
Iteration 1756, loss = 1419.75997979
Iteration 1757, loss = 1420.15274169
Iteration 1758, loss = 1419.73336290
Iteration 1759, loss = 1419.65706657
Iteration 1760, loss = 1419.54723730
Iteration 1761, loss = 1419.59095164
Iteration 1762, loss = 1419.61932059
Iteration 1763, loss = 1419.45268448
Iteration 1764, loss = 1419.32292247
Iteration 1765, loss = 1420.02132663
Iteration 1766, loss = 1419.61381580
Iteration 1767, loss = 1419.65691830
Iteration 1768, loss = 1419.25458080
Iteration 1769, loss = 1419.13881702
Iteration 1770, loss = 1419.14388899
Iteration 1771, loss = 1419.16286120
Iteration 1772, loss = 1419.12897589
Iteration 1773, loss = 1418.89755426
Iteration 1774, loss = 1419.16309615
Iteration 1775, loss = 1418.81948563
Iteration 1776, loss = 1418.83554749
Iteration 1777, loss = 1418.76198996
Iteration 1778, loss = 1418.94280250
Iteration 1779, loss = 1418.63876527
Iteration 1780, loss = 1418.83261841
Iteration 1781, loss = 1418.52568128
Iteration 1782, loss = 1418.45903780
Iteration 1783, loss = 1418.43509927
Iteration 1784, loss = 1418.57331486
Iteration 1785, loss = 1418.34246007
Iteration 1786, loss = 1418.25951442
Iteration 1787, loss = 1418.25532287
Iteration 1788, loss = 1418.30576503
Iteration 1789, loss = 1418.49037516
Iteration 1790, loss = 1418.14368342
Iteration 1791, loss = 1418.06479627
Iteration 1792, loss = 1418.02482557
Iteration 1793, loss = 1417.93969221
Iteration 1794, loss = 1417.87619930
Iteration 1795, loss = 1417.83495237
Iteration 1796, loss = 1417.81549591
Iteration 1797, loss = 1417.98129101
Iteration 1798, loss = 1417.69836375
Iteration 1799, loss = 1417.71792844
Iteration 1800, loss = 1417.72749540
Iteration 1801, loss = 1417.78983093
Iteration 1802, loss = 1417.45114723
Iteration 1803, loss = 1417.49047767
Iteration 1804, loss = 1417.43736861
Iteration 1805, loss = 1417.61937491
Iteration 1806, loss = 1417.23939470
Iteration 1807, loss = 1417.23793028
Iteration 1808, loss = 1417.11297009
Iteration 1809, loss = 1417.08076160
Iteration 1810, loss = 1417.13211099
Iteration 1811, loss = 1417.14971697
Iteration 1812, loss = 1417.01757533
Iteration 1813, loss = 1417.02906326
Iteration 1814, loss = 1416.81597689
Iteration 1815, loss = 1417.06247014
Iteration 1816, loss = 1416.77396753
Iteration 1817, loss = 1416.66815721
Iteration 1818, loss = 1416.67594047
Iteration 1819, loss = 1416.61695654
Iteration 1820, loss = 1416.52170546
Iteration 1821, loss = 1416.64346330
Iteration 1822, loss = 1416.46455304
Iteration 1823, loss = 1416.53249408
Iteration 1824, loss = 1416.34521564
Iteration 1825, loss = 1416.23882815
Iteration 1826, loss = 1416.35446654
Iteration 1827, loss = 1416.28697340
Iteration 1828, loss = 1416.07197313
Iteration 1829, loss = 1416.54056199
Iteration 1830, loss = 1416.03751324
Iteration 1831, loss = 1415.99355248
Iteration 1832, loss = 1415.94526604
Iteration 1833, loss = 1415.83088506
Iteration 1834, loss = 1415.77783533
Iteration 1835, loss = 1415.74428823
Iteration 1836, loss = 1415.67138857
Iteration 1837, loss = 1415.73575046
Iteration 1838, loss = 1415.60684956
Iteration 1839, loss = 1415.54811434
Iteration 1840, loss = 1415.85259869
Iteration 1841, loss = 1415.59801022
Iteration 1842, loss = 1415.40810280
Iteration 1843, loss = 1415.43218051
Iteration 1844, loss = 1415.28707524
Iteration 1845, loss = 1415.26235771
Iteration 1846, loss = 1415.20931653
Iteration 1847, loss = 1415.21911582
Iteration 1848, loss = 1415.08901220
Iteration 1849, loss = 1414.99410428
Iteration 1850, loss = 1415.22397866
Iteration 1851, loss = 1415.13966302
Iteration 1852, loss = 1414.97743759
Iteration 1853, loss = 1414.83793414
Iteration 1854, loss = 1414.78661332
Iteration 1855, loss = 1414.99853516
Iteration 1856, loss = 1414.86188684
Iteration 1857, loss = 1415.42390875
Iteration 1858, loss = 1414.63858441
Iteration 1859, loss = 1414.63413226
Iteration 1860, loss = 1414.50289257
Iteration 1861, loss = 1414.53390975
Iteration 1862, loss = 1414.45216505
Iteration 1863, loss = 1414.53809348
Iteration 1864, loss = 1414.32961027
Iteration 1865, loss = 1414.34558841
Iteration 1866, loss = 1414.44262557
Iteration 1867, loss = 1414.17154568
Iteration 1868, loss = 1414.12007988
Iteration 1869, loss = 1414.05855050
Iteration 1870, loss = 1413.95443472
Iteration 1871, loss = 1413.84383808
Iteration 1872, loss = 1414.05455829
Iteration 1873, loss = 1413.84579434
Iteration 1874, loss = 1413.82576633
Iteration 1875, loss = 1413.81626761
Iteration 1876, loss = 1414.08389337
Iteration 1877, loss = 1413.60515103
Iteration 1878, loss = 1413.86765789
Iteration 1879, loss = 1413.53972015
Iteration 1880, loss = 1413.54182408
Iteration 1881, loss = 1413.60889682
Iteration 1882, loss = 1413.47199037
Iteration 1883, loss = 1413.47861202
Iteration 1884, loss = 1413.28859088
Iteration 1885, loss = 1413.19497159
Iteration 1886, loss = 1413.23210655
Iteration 1887, loss = 1413.57620818
Iteration 1888, loss = 1413.04037973
Iteration 1889, loss = 1413.01674436
Iteration 1890, loss = 1412.93632485
Iteration 1891, loss = 1412.89014112
Iteration 1892, loss = 1412.84798620
Iteration 1893, loss = 1412.81552038
Iteration 1894, loss = 1412.81245722
Iteration 1895, loss = 1412.70740537
Iteration 1896, loss = 1412.63695964
Iteration 1897, loss = 1412.57991607
Iteration 1898, loss = 1412.52849655
Iteration 1899, loss = 1412.53242810
Iteration 1900, loss = 1412.42948721
Iteration 1901, loss = 1412.60275605
Iteration 1902, loss = 1412.31464815
Iteration 1903, loss = 1412.31993620
Iteration 1904, loss = 1412.33207335
Iteration 1905, loss = 1412.52001373
Iteration 1906, loss = 1412.58133604
Iteration 1907, loss = 1412.27041602
Iteration 1908, loss = 1412.31093174
Iteration 1909, loss = 1412.18254930
Iteration 1910, loss = 1412.50686848
Iteration 1911, loss = 1412.01352225
Iteration 1912, loss = 1411.92591971
Iteration 1913, loss = 1411.84616138
Iteration 1914, loss = 1411.87176656
Iteration 1915, loss = 1411.96906093
Iteration 1916, loss = 1411.85637685
Iteration 1917, loss = 1412.07238678
Iteration 1918, loss = 1411.69106705
Iteration 1919, loss = 1411.58637091
Iteration 1920, loss = 1411.48908938
Iteration 1921, loss = 1411.35207526
Iteration 1922, loss = 1411.28357871
Iteration 1923, loss = 1411.26824964
Iteration 1924, loss = 1411.63257066
Iteration 1925, loss = 1411.27247242
Iteration 1926, loss = 1411.24900887
Iteration 1927, loss = 1411.23245711
Iteration 1928, loss = 1411.09198643
Iteration 1929, loss = 1411.37122218
Iteration 1930, loss = 1410.81925519
Iteration 1931, loss = 1411.05623567
Iteration 1932, loss = 1410.91788892
Iteration 1933, loss = 1410.89736139
Iteration 1934, loss = 1410.86031644
Iteration 1935, loss = 1410.75195438
Iteration 1936, loss = 1410.66547393
Iteration 1937, loss = 1410.61175471
Iteration 1938, loss = 1410.46873329
Iteration 1939, loss = 1410.39302732
Iteration 1940, loss = 1410.44748552
Iteration 1941, loss = 1410.32676058
Iteration 1942, loss = 1410.38647233
Iteration 1943, loss = 1411.02367334
Iteration 1944, loss = 1410.37981705
Iteration 1945, loss = 1410.30535641
Iteration 1946, loss = 1410.22962003
Iteration 1947, loss = 1410.11490998
Iteration 1948, loss = 1410.06426093
Iteration 1949, loss = 1409.85501266
Iteration 1950, loss = 1409.83706188
Iteration 1951, loss = 1409.91444134
Iteration 1952, loss = 1409.95609236
Iteration 1953, loss = 1410.14262502
Iteration 1954, loss = 1409.84076200
Iteration 1955, loss = 1410.22606190
Iteration 1956, loss = 1409.78900038
Iteration 1957, loss = 1410.06196968
Iteration 1958, loss = 1409.48369109
Iteration 1959, loss = 1409.43663858
Iteration 1960, loss = 1409.38751353
Iteration 1961, loss = 1409.45381489
Iteration 1962, loss = 1409.27704325
Iteration 1963, loss = 1409.36491272
Iteration 1964, loss = 1409.21672912
Iteration 1965, loss = 1409.09614707
Iteration 1966, loss = 1409.04568912
Iteration 1967, loss = 1408.94898944
Iteration 1968, loss = 1408.97766482
Iteration 1969, loss = 1408.97963661
Iteration 1970, loss = 1408.93606080
Iteration 1971, loss = 1408.83402476
Iteration 1972, loss = 1408.71502724
Iteration 1973, loss = 1408.76708677
Iteration 1974, loss = 1408.64702793
Iteration 1975, loss = 1408.76936724
Iteration 1976, loss = 1408.66460144
Iteration 1977, loss = 1408.48052984
Iteration 1978, loss = 1408.38747521
Iteration 1979, loss = 1408.33065404
Iteration 1980, loss = 1408.41329666
Iteration 1981, loss = 1408.41744962
Iteration 1982, loss = 1408.16016339
Iteration 1983, loss = 1408.09335040
Iteration 1984, loss = 1408.21085846
Iteration 1985, loss = 1408.02893668
Iteration 1986, loss = 1408.07115736
Iteration 1987, loss = 1408.02183145
Iteration 1988, loss = 1407.86308256
Iteration 1989, loss = 1407.92306025
Iteration 1990, loss = 1407.83942113
Iteration 1991, loss = 1407.68445595
Iteration 1992, loss = 1407.69685531
Iteration 1993, loss = 1407.83247194
Iteration 1994, loss = 1407.57354718
Iteration 1995, loss = 1407.51905014
Iteration 1996, loss = 1407.49032647
Iteration 1997, loss = 1407.48106512
Iteration 1998, loss = 1407.24893274
Iteration 1999, loss = 1407.23028002
Iteration 2000, loss = 1407.28502983
Iteration 2001, loss = 1407.28937344
Iteration 2002, loss = 1407.18369785
Iteration 2003, loss = 1407.23440911
Iteration 2004, loss = 1407.07650505
Iteration 2005, loss = 1406.93787266
Iteration 2006, loss = 1407.00613301
Iteration 2007, loss = 1406.91259041
Iteration 2008, loss = 1406.77747873
Iteration 2009, loss = 1406.72615705
Iteration 2010, loss = 1406.72652898
Iteration 2011, loss = 1406.79886952
Iteration 2012, loss = 1406.67156645
Iteration 2013, loss = 1406.55479232
Iteration 2014, loss = 1406.59689862
Iteration 2015, loss = 1406.66874447
Iteration 2016, loss = 1406.41717871
Iteration 2017, loss = 1406.30247836
Iteration 2018, loss = 1406.91225162
Iteration 2019, loss = 1406.29877000
Iteration 2020, loss = 1406.32311077
Iteration 2021, loss = 1406.18479832
Iteration 2022, loss = 1406.00915742
Iteration 2023, loss = 1406.09094584
Iteration 2024, loss = 1406.97945537
Iteration 2025, loss = 1406.19481005
Iteration 2026, loss = 1405.86441044
Iteration 2027, loss = 1405.76758581
Iteration 2028, loss = 1405.67372771
Iteration 2029, loss = 1405.77133939
Iteration 2030, loss = 1405.74534662
Iteration 2031, loss = 1405.63080458
Iteration 2032, loss = 1405.55591615
Iteration 2033, loss = 1405.51671253
Iteration 2034, loss = 1405.36541303
Iteration 2035, loss = 1405.29073249
Iteration 2036, loss = 1405.44734143
Iteration 2037, loss = 1405.44044000
Iteration 2038, loss = 1405.17959186
Iteration 2039, loss = 1405.47204046
Iteration 2040, loss = 1405.12736174
Iteration 2041, loss = 1405.29746207
Iteration 2042, loss = 1405.17173326
Iteration 2043, loss = 1405.06680044
Iteration 2044, loss = 1404.91969281
Iteration 2045, loss = 1404.84784219
Iteration 2046, loss = 1404.73017878
Iteration 2047, loss = 1404.65622514
Iteration 2048, loss = 1404.73009320
Iteration 2049, loss = 1404.60118966
Iteration 2050, loss = 1404.49538605
Iteration 2051, loss = 1404.53259836
Iteration 2052, loss = 1404.52749708
Iteration 2053, loss = 1404.44707457
Iteration 2054, loss = 1404.32673809
Iteration 2055, loss = 1404.27237868
Iteration 2056, loss = 1404.22573476
Iteration 2057, loss = 1404.51911242
Iteration 2058, loss = 1404.18678223
Iteration 2059, loss = 1404.05334248
Iteration 2060, loss = 1404.02604263
Iteration 2061, loss = 1403.92258707
Iteration 2062, loss = 1404.03429966
Iteration 2063, loss = 1404.04438801
Iteration 2064, loss = 1403.76062642
Iteration 2065, loss = 1403.73754427
Iteration 2066, loss = 1403.59977737
Iteration 2067, loss = 1403.82497327
Iteration 2068, loss = 1403.59398856
Iteration 2069, loss = 1403.67846539
Iteration 2070, loss = 1403.50594141
Iteration 2071, loss = 1403.49386937
Iteration 2072, loss = 1403.48460704
Iteration 2073, loss = 1403.29170592
Iteration 2074, loss = 1403.24814835
Iteration 2075, loss = 1403.16932967
Iteration 2076, loss = 1403.41154898
Iteration 2077, loss = 1403.07909055
Iteration 2078, loss = 1403.23832052
Iteration 2079, loss = 1402.96556073
Iteration 2080, loss = 1402.92105539
Iteration 2081, loss = 1403.67409718
Iteration 2082, loss = 1402.78289805
Iteration 2083, loss = 1402.78776172
Iteration 2084, loss = 1402.90259267
Iteration 2085, loss = 1402.74573861
Iteration 2086, loss = 1402.68119280
Iteration 2087, loss = 1402.73603532
Iteration 2088, loss = 1402.48395595
Iteration 2089, loss = 1402.38205765
Iteration 2090, loss = 1402.56694501
Iteration 2091, loss = 1402.40354205
Iteration 2092, loss = 1402.37381750
Iteration 2093, loss = 1402.35430366
Iteration 2094, loss = 1402.40511294
Iteration 2095, loss = 1402.17721672
Iteration 2096, loss = 1402.37052434
Iteration 2097, loss = 1402.06639594
Iteration 2098, loss = 1402.14016929
Iteration 2099, loss = 1402.00707025
Iteration 2100, loss = 1402.24621684
Iteration 2101, loss = 1401.80931895
Iteration 2102, loss = 1401.77137291
Iteration 2103, loss = 1401.71498256
Iteration 2104, loss = 1402.31087857
Iteration 2105, loss = 1401.79755098
Iteration 2106, loss = 1401.75213049
Iteration 2107, loss = 1401.91403480
Iteration 2108, loss = 1401.45268111
Iteration 2109, loss = 1401.53749126
Iteration 2110, loss = 1402.16573692
Iteration 2111, loss = 1401.47558743
Iteration 2112, loss = 1401.38367587
Iteration 2113, loss = 1401.34404411
Iteration 2114, loss = 1401.65739436
Iteration 2115, loss = 1401.12675854
Iteration 2116, loss = 1401.08244027
Iteration 2117, loss = 1401.64207774
Iteration 2118, loss = 1401.30076884
Iteration 2119, loss = 1401.02685607
Iteration 2120, loss = 1400.99916139
Iteration 2121, loss = 1400.85982946
Iteration 2122, loss = 1400.75512036
Iteration 2123, loss = 1400.84571590
Iteration 2124, loss = 1400.72846161
Iteration 2125, loss = 1400.60492688
Iteration 2126, loss = 1400.66582448
Iteration 2127, loss = 1400.50602414
Iteration 2128, loss = 1400.49725837
Iteration 2129, loss = 1400.38868789
Iteration 2130, loss = 1400.42061121
Iteration 2131, loss = 1400.30758147
Iteration 2132, loss = 1400.35222013
Iteration 2133, loss = 1400.31378627
Iteration 2134, loss = 1400.15465444
Iteration 2135, loss = 1400.10217019
Iteration 2136, loss = 1400.08326134
Iteration 2137, loss = 1400.13017370
Iteration 2138, loss = 1399.93667012
Iteration 2139, loss = 1399.89027465
Iteration 2140, loss = 1399.88557005
Iteration 2141, loss = 1400.03184773
Iteration 2142, loss = 1399.73507570
Iteration 2143, loss = 1399.93265752
Iteration 2144, loss = 1399.95993518
Iteration 2145, loss = 1399.79053405
Iteration 2146, loss = 1399.68049754
Iteration 2147, loss = 1400.35999719
Iteration 2148, loss = 1399.48466325
Iteration 2149, loss = 1399.38157411
Iteration 2150, loss = 1399.41505128
Iteration 2151, loss = 1399.79767978
Iteration 2152, loss = 1399.47993793
Iteration 2153, loss = 1399.22066387
Iteration 2154, loss = 1399.19265248
Iteration 2155, loss = 1399.26701497
Iteration 2156, loss = 1399.18124940
Iteration 2157, loss = 1399.53876789
Iteration 2158, loss = 1399.05440080
Iteration 2159, loss = 1398.90664753
Iteration 2160, loss = 1398.99722000
Iteration 2161, loss = 1398.83714877
Iteration 2162, loss = 1398.93974681
Iteration 2163, loss = 1398.79805016
Iteration 2164, loss = 1398.84956836
Iteration 2165, loss = 1398.83772157
Iteration 2166, loss = 1398.81140798
Iteration 2167, loss = 1399.01415862
Iteration 2168, loss = 1398.55112657
Iteration 2169, loss = 1398.45232501
Iteration 2170, loss = 1398.68510654
Iteration 2171, loss = 1398.39022274
Iteration 2172, loss = 1398.38356664
Iteration 2173, loss = 1398.27653852
Iteration 2174, loss = 1398.45134151
Iteration 2175, loss = 1398.16576325
Iteration 2176, loss = 1398.14802212
Iteration 2177, loss = 1398.21001488
Iteration 2178, loss = 1398.16115203
Iteration 2179, loss = 1398.09958645
Iteration 2180, loss = 1398.53426381
Iteration 2181, loss = 1397.89550892
Iteration 2182, loss = 1397.88359554
Iteration 2183, loss = 1397.81118552
Iteration 2184, loss = 1397.74489129
Iteration 2185, loss = 1397.75767109
Iteration 2186, loss = 1397.73878422
Iteration 2187, loss = 1397.76628509
Iteration 2188, loss = 1397.78371658
Iteration 2189, loss = 1397.59008982
Iteration 2190, loss = 1397.55800279
Iteration 2191, loss = 1397.41170535
Iteration 2192, loss = 1397.34819385
Iteration 2193, loss = 1397.50791356
Iteration 2194, loss = 1397.45003134
Iteration 2195, loss = 1397.30767090
Iteration 2196, loss = 1397.26133200
Iteration 2197, loss = 1397.16789902
Iteration 2198, loss = 1397.16984940
Iteration 2199, loss = 1397.32397967
Iteration 2200, loss = 1397.12660362
Iteration 2201, loss = 1396.99376427
Iteration 2202, loss = 1396.94137262
Iteration 2203, loss = 1396.79485640
Iteration 2204, loss = 1397.11111885
Iteration 2205, loss = 1396.86005902
Iteration 2206, loss = 1396.87924702
Iteration 2207, loss = 1397.91247266
Iteration 2208, loss = 1396.79146670
Iteration 2209, loss = 1396.71201531
Iteration 2210, loss = 1396.73035312
Iteration 2211, loss = 1396.59278814
Iteration 2212, loss = 1396.52715620
Iteration 2213, loss = 1397.04597781
Iteration 2214, loss = 1396.44566575
Iteration 2215, loss = 1396.38577878
Iteration 2216, loss = 1396.25223560
Iteration 2217, loss = 1396.15778086
Iteration 2218, loss = 1396.18027618
Iteration 2219, loss = 1396.11961034
Iteration 2220, loss = 1396.11970920
Iteration 2221, loss = 1396.00970992
Iteration 2222, loss = 1396.46340968
Iteration 2223, loss = 1395.96126559
Iteration 2224, loss = 1395.91666314
Iteration 2225, loss = 1396.40201359
Iteration 2226, loss = 1395.72497950
Iteration 2227, loss = 1395.82267329
Iteration 2228, loss = 1395.74977383
Iteration 2229, loss = 1395.93464445
Iteration 2230, loss = 1395.67202619
Iteration 2231, loss = 1395.70370526
Iteration 2232, loss = 1395.85721209
Iteration 2233, loss = 1395.80436660
